name,id,brewer,alcohol_by_volume,style,category,country
Killer Penguin,61,Boulder Beer Company,10.0,American-Style Barley Wine Ale,North American Ale,United States
Harvest Ale 2007,70,Sierra Nevada Brewing Co.,6.6999998093,American-Style Pale Ale,North American Ale,United States
EOS Hefeweizen,99,Nebraska Brewing Company,0.0,South German-Style Hefeweizen,German Ale,United States
Troll Porter,127,Hale's Ales #3,0.0,Porter,Irish Ale,United States
Cold Hop,153,Boulder Beer Company,6.5,English-Style India Pale Ale,British Ale,United States
Bock,181,Anchor Brewing,5.5,Traditional German-Style Bock,German Lager,United States
Mephistopheles Stout,192,Avery Brewing Company,16.030000687,American-Style Stout,North American Ale,United States
Old Guardian Barley Wine 2007,198,Stone Brewing Co.,11.260000229,NA,NA,United States
Summer Common,218,Empyrean Brewing Company,0.0,NA,NA,United States
Jack of Spades Schwarzbier,235,Gottberg Brew Pub,3.9000000954,German-Style Schwarzbier,German Lager,United States
Amish Four Grain,3879,Lancaster Brewing Co.,5.5999999046,American-Style Pale Ale,North American Ale,United States
Old Milwaukee,3885,Pabst Brewing Company,4.5999999046,American-Style Lager,North American Lager,United States
Lancaster Winter Warmer,3892,Lancaster Brewing Co.,8.8999996185,Old Ale,British Ale,United States
Amigo Lager,3900,Port Brewing Company,5.0,American-Style Lager,North American Lager,United States
Decadence,3927,Weyerbacher Brewing Company,13.0,American-Style Amber/Red Ale,North American Ale,United States
Eleven,3930,Weyerbacher Brewing Company,11.699999809,Belgian-Style Tripel,Belgian and French Ale,United States
JuJu Ginger,12,Left Hand Brewing Company,4.0,NA,NA,United States
Cow Palace Scotch Ale 1998,20,Egan Brewing,8.6999998093,Scotch Ale,British Ale,United States
Bigfoot 2001,21,Sierra Nevada Brewing Co.,9.6000003815,NA,NA,United States
Festive Ale 2007,64,Empyrean Brewing Company,0.0,NA,NA,United States
Goosinator Smoked Doppelbock 2007,72,Left Hand Brewing Company,0.0,American-Style Lager,North American Lager,United States
Sharptail Pale Ale,92,Montana Brewing,0.0,American-Style Pale Ale,North American Ale,United States
La Folie Falling Rock,112,New Belgium Brewing,6.0,NA,NA,United States
Buzzsaw Brown,124,Deschutes Brewery,4.8000001907,American-Style Brown Ale,North American Ale,United States
Organic Barley Wine Ale 2005,132,Bison Brewing,9.5,NA,NA,United States
Nugget,135,Full Sail Brewing #1,0.0,American-Style Amber/Red Ale,North American Ale,United States
Fourteen,151,Avery Brewing Company,9.4600000381,NA,NA,United States
Northern Light Lager,166,Granite City Food & Brewery - Omaha,4.4000000954,American-Style Lager,North American Lager,United States
Samurai,171,Great Divide Brewing,5.0999999046,NA,NA,United States
Skinny Dip,223,New Belgium Brewing,4.1999998093,Golden or Blonde Ale,North American Ale,United States
Alpine Gold,259,Tied House Cafe & Brewery - San Jose,0.0,NA,NA,United States
Sandy Beach Blonde Hefeweizen,264,Half Moon Bay Brewing,4.5,South German-Style Hefeweizen,German Ale,United States
Casey Jones Imperial IPA,273,Iron Springs Pub & Brewery,7.25,American-Style India Pale Ale,North American Ale,United States
Boys of Summer Wheat,307,Jack's Brewing,3.5,American-Style Lager,North American Lager,United States
Brewhouse Blonde,318,BJ's Restaurant and Brewery,4.6999998093,NA,NA,United States
Nutty Brewnette,319,BJ's Restaurant and Brewery,5.9000000954,American-Style Brown Ale,North American Ale,United States
Pilsner,327,Faultline Brewing #1,0.0,NA,NA,United States
Avalanche Amber,333,Breckenridge Brewery,5.4000000954,American-Style Amber/Red Ale,North American Ale,United States
Boulevard Pale Ale,337,Boulevard Brewing Company,5.4000000954,American-Style Pale Ale,North American Ale,United States
Prairie Pale,343,Little Apple Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Bourbon Imperial Stout,465,Aksarben Brewing (BOP),0.0,NA,NA,United States
Firkin IPA,665,Maritime Pacific Brewing,0.0,American-Style India Pale Ale,North American Ale,United States
Zephyrus Pilsner,692,Elysian Brewery & Public House,4.6999998093,NA,NA,United States
Imperial Stout,703,Twin Rivers Brewing,6.1999998093,American-Style Stout,North American Ale,United States
Porter,716,McMenamins Mill Creek,0.0,Porter,Irish Ale,United States
Possession Porter,723,Diamond Knot Brewery & Alehouse,5.5999999046,Porter,Irish Ale,United States
Steamer Glide Stout,724,Diamond Knot Brewery & Alehouse,4.8000001907,American-Style Stout,North American Ale,United States
Nut Brown,733,Scuttlebutt Brewing,4.3000001907,American-Style Brown Ale,North American Ale,United States
Maibock,736,Scuttlebutt Brewing,0.0,Traditional German-Style Bock,German Lager,United States
Free Bike Amber,742,Skagit River Brewing,4.5,American-Style Amber/Red Ale,North American Ale,United States
Skagit Brown Ale,744,Skagit River Brewing,4.8000001907,American-Style Brown Ale,North American Ale,United States
Firehouse Red,754,Engine House #9,0.0,American-Style Amber/Red Ale,North American Ale,United States
Stone IPA,821,Stone Brewing Co.,6.9000000954,American-Style India Pale Ale,North American Ale,United States
Pere Jacques,894,Goose Island Beer Company - Fulton Street,0.0,NA,NA,United States
Wooly Bully,915,Siletz Roadhouse & Brewery,0.0,German-Style Oktoberfest,German Lager,United States
Cream Stout,924,Dick's Brewing,0.0,American-Style Stout,North American Ale,United States
Pioneer Black River Red,936,Sand Creek Brewing Company,0.0,American-Style Amber/Red Ale,North American Ale,United States
Brilliant Barstool,946,Manayunk Brewery and Restaurant,5.0999999046,Classic English-Style Pale Ale,British Ale,United States
Ich Bin Ein Berliner Weisse,953,Nodding Head Brewpub,0.0,NA,NA,United States
Oatmeal Stout,961,Independence Brew Pub,0.0,American-Style Stout,North American Ale,United States
Crabby Larry's Irish Red Ale,981,Crabby Larry's Brewpub Steak & Crab House,6.0,Irish-Style Red Ale,Irish Ale,United States
Belgian Style Wit,2071,Oyster Bar Bistro and Brewery,0.0,NA,NA,United States
Buzz Beer,2079,Mad Crab Restaurant and Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Wheat,2081,Mad Crab Restaurant and Brewery,0.0,American-Style Lager,North American Lager,United States
Winterfest,2105,"T-Bonz Gill, Grill and Brewery",0.0,American-Style Brown Ale,North American Ale,United States
Stout,2106,"T-Bonz Gill, Grill and Brewery",0.0,American-Style Stout,North American Ale,United States
Schlafly Hefeweizen,2144,Saint Louis Brewery / Schlafy Tap Room,0.0,American-Style Lager,North American Lager,United States
Nut Brown Ale,1138,Denver ChopHouse and Brewery,5.1999998093,American-Style Brown Ale,North American Ale,United States
Lucky U Denver Special Bitter,1145,Breckenridge Brewery,0.0,NA,NA,United States
Black H2O Oatmeal Stout,1170,Minneapolis Town Hall Brewery,6.1999998093,Oatmeal Stout,British Ale,United States
Amber Bock,1186,O'Gara's Bar & Grill,0.0,Traditional German-Style Bock,German Lager,United States
Samuel Adams Chocolate Bock,1195,Boston Beer Company,5.5,Traditional German-Style Bock,German Lager,United States
Dunkles,1211,Gordon Biersch Brewing,5.0999999046,NA,NA,United States
Pale Ale,1232,La Jolla Brew House,0.0,American-Style Pale Ale,North American Ale,United States
Pilsner,1235,La Jolla Brew House,0.0,NA,NA,United States
Imperial Stout 2003,1254,Stone Brewing Co.,9.3999996185,American-Style Stout,North American Ale,United States
Honey Ale,1267,San Marcos Brewery & Grill,0.0,American-Style Lager,North American Lager,United States
Ding Ding Double IPA,1269,Oggi's Pizza and Brewing - Vista,0.0,American-Style India Pale Ale,North American Ale,United States
Endless Summer Gold,1293,Karl Strauss Brewery Gardens - Sorrento Mesa,0.0,NA,NA,United States
Sirius,1307,Lagunitas Brewing Company,7.0,American-Style Cream Ale or Lager,Other Style,United States
Whitetail Wheat,1319,Northwoods Brewpub Grill,0.0,American-Style Lager,North American Lager,United States
Adler BrÃ¤u Doppel Bock Beer,1328,Appleton Brewing,0.0,Traditional German-Style Bock,German Lager,United States
Dark Pilsener,1332,Nicolet Brewing,5.5,American-Style Lager,North American Lager,United States
Imperial Stout,1338,Great Dane Pub and Brewing #1,0.0,American-Style Stout,North American Ale,United States
Maslifter Oktoberfest,1392,Hops Haven Brew Haus,0.0,German-Style Oktoberfest,German Lager,United States
Pale Ale,1406,Oasis Brewery and Restaurant,0.0,American-Style Pale Ale,North American Ale,United States
Octoberfest (discontinued),1450,Gottberg Brew Pub,0.0,German-Style Oktoberfest,German Lager,United States
Porter,1451,Broad Ripple Brewing,0.0,Porter,Irish Ale,United States
Top Heavy Hefeweizen,1466,Piece,0.0,South German-Style Hefeweizen,German Ale,United States
Red Lager,1479,South Shore Brewery,4.5999999046,American-Style Lager,North American Lager,United States
Imperial Stout,1493,Sand Creek Brewing Company,0.0,American-Style Stout,North American Ale,United States
Poplar Porter,1497,Northwoods Brewpub Grill,0.0,Porter,Irish Ale,United States
Saison,1542,Titletown Brewing,0.0,NA,NA,United States
Category 5 Strong Ale,1603,Zea Rotisserie and Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Cream City Pale Ale,1616,Lakefront Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Esker Alt,1720,Slab City Brewing,0.0,American-Style Brown Ale,North American Ale,United States
Light,1729,Cugino Brewing Company,0.0,American-Style Lager,North American Lager,United States
Log Cabin Nut Brown,1749,Krogh's Restaurant and Brewpub,0.0,American-Style Brown Ale,North American Ale,United States
Alpine Glow Red Ale,1751,Krogh's Restaurant and Brewpub,0.0,American-Style Amber/Red Ale,North American Ale,United States
Station House Red Ale,1757,Pizzeria Uno Chicago Grill & Brewery,0.0,American-Style Amber/Red Ale,North American Ale,United States
Amber Ale,1777,Triumph Brewing of Princeton,0.0,American-Style Amber/Red Ale,North American Ale,United States
Golden Wheat Light,1781,Ship Inn Brewpub,0.0,American-Style Lager,North American Lager,United States
1554 Enlightened Black Ale,1805,New Belgium Brewing,5.5,Other Belgian-Style Ales,Belgian and French Ale,United States
Red Lager,1807,Titletown Brewing,0.0,American-Style Lager,North American Lager,United States
Dunkle,1811,Bellows Brew Crew,0.0,NA,NA,United States
VerrÃ¼ckte Stadt Pilsner,1822,Great Dane Pub and Brewing #2,0.0,NA,NA,United States
Perfect Stout,1843,Gaslight Brewery,4.8000001907,American-Style Stout,North American Ale,United States
Stout,1869,Brown Street Brewery,0.0,American-Style Stout,North American Ale,United States
Munich Helles,1888,Courthouse Pub,0.0,NA,NA,United States
Golden Prairie Blond,1910,Great Waters Brewing Company,0.0,NA,NA,United States
Pride of Pilsen,1926,Granite City Food & Brewery - Saint Cloud,0.0,NA,NA,United States
Gnaw Bone Pale Ale,1940,Oaken Barrel Brewing,5.5,American-Style Pale Ale,North American Ale,United States
Red Rooster Pale Ale,1950,Copper Eagle Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Luna Sea Amber,1979,Empyrean Brewing Company,0.0,NA,NA,United States
Solar Flare Summer Ale,1982,Empyrean Brewing Company,0.0,NA,NA,United States
120 Minute IPA,3950,Dogfish Head Craft Brewery,18.0,Imperial or Double India Pale Ale,North American Ale,United States
ESB Ale,3958,Flying Fish Brewing Company,5.5,Special Bitter or Best Bitter,British Ale,United States
21A IPA,3985,21st Amendment Brewery Cafe,7.1999998093,American-Style India Pale Ale,North American Ale,United States
Hang Ten,3990,Clipper City Brewing Co.,10.0,South German-Style Weizenbock,German Ale,United States
Small Craft Warning,3995,Clipper City Brewing Co.,7.25,German-Style Pilsener,German Lager,United States
Shelter Pale Ale,4014,Dogfish Head Craft Brewery,5.0,American-Style Pale Ale,North American Ale,United States
Ipswich Winter,4024,Mercury Brewing Company,6.1999998093,Old Ale,British Ale,United States
Samuel Adams Cherry Wheat,4052,Boston Beer Company,0.0,English-Style Pale Mild Ale,British Ale,United States
Arthur's English Old Ale,4054,Otto's Pub and Brewery,7.1999998093,Old Ale,British Ale,United States
Black Betty Schwartzbier,4068,Four Peaks Brewing,5.0,German-Style Schwarzbier,German Lager,United States
Fallen Angel,4100,Midnight Sun Brewing Co.,8.0,Belgian-Style Pale Strong Ale,Belgian and French Ale,United States
Scotch Ale,4104,Brauhaus Brew Hall,7.0,Scotch Ale,British Ale,United States
Edgar I.P.A.,4119,Bullfrog Brewery,8.0,American-Style India Pale Ale,North American Ale,United States
Inspiration Red,4120,Bullfrog Brewery,5.5999999046,American-Style Amber/Red Ale,North American Ale,United States
Special Double Cream Stout,4140,Bell's Brewery Inc.,6.0999999046,Sweet Stout,British Ale,United States
Odd Notion Spring 08,4156,Magic Hat,4.5999999046,Irish-Style Red Ale,Irish Ale,United States
Braggot,4163,Magic Hat,6.0,NA,NA,United States
Acme California Pale Ale,4169,North Coast Brewing Company,5.0,American-Style Pale Ale,North American Ale,United States
Barktoberfest,4227,Thirsty Dog Brewing,6.0,German-Style Oktoberfest,German Lager,United States
Farmer Jon's Oatmeal Stout,4230,Heartland Brewery Union Square,6.0,Oatmeal Stout,British Ale,United States
The Bitter End Pale Ale,4257,Two Brothers Brewing,5.0999999046,American-Style Pale Ale,North American Ale,United States
Apricot Weizen Ale,4261,Pyramid Ales Brewery,5.0999999046,South German-Style Hefeweizen,German Ale,United States
Sharkbite Red,4281,Port Brewing Company,0.0,American-Style Amber/Red Ale,North American Ale,United States
Leinenkugel's Sunset Wheat,4333,Jacob Leinenkugel Brewing Company,4.9000000954,Belgian-Style White,Belgian and French Ale,United States
Leinenkugel's Berry Weiss,4335,Jacob Leinenkugel Brewing Company,4.6999998093,Fruit Beer,Other Style,United States
Keystone Light,4337,Coors Brewing - Golden Brewery,4.1999998093,American-Style Light Lager,North American Lager,United States
Edmund Fitzgerald Porter,4365,Great Lakes Brewing,5.8000001907,Porter,Irish Ale,United States
Michelob Beer,4387,Anheuser-Busch,5.0,American-Style Lager,North American Lager,United States
Michelob Black & Tan,4389,Anheuser-Busch,5.0,American-Style Lager,North American Lager,United States
Redhook Long Hammer IPA,4394,Redhook Ale Brewery,6.5,American-Style India Pale Ale,North American Ale,United States
Abita Jockamo IPA,4416,Abita Brewing Company,6.5,American-Style India Pale Ale,North American Ale,United States
Harpoon IPA,4419,Harpoon Brewery - Windsor,5.9000000954,American-Style India Pale Ale,North American Ale,United States
Winnebago Wheat,2050,Fox River Brewing #1,0.0,South German-Style Hefeweizen,German Ale,United States
Bavarian Helles,2059,Flossmoor Station Brewery,0.0,NA,NA,United States
Lighthouse Ale,2073,Oyster Bar Bistro and Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Blonde,2115,Southend Brewery and Smokehouse - Charleston,0.0,American-Style Lager,North American Lager,United States
Alt-ernative Amber,2121,Ohio Brewing,0.0,American-Style Brown Ale,North American Ale,United States
Extra Special Bitter,2158,Broad Ripple Brewing,0.0,NA,NA,United States
INDIAna Pale Ale,2173,Mishawaka Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Holiday Ale,2180,Slab City Brewing,0.0,NA,NA,United States
Wee Heavy,2201,Mickey Finn's Brewery,0.0,Scotch Ale,British Ale,United States
Abana Amber Ale,2202,Mickey Finn's Brewery,0.0,American-Style Amber/Red Ale,North American Ale,United States
Dublin Dunkelweizenbock,2208,Govnor's Public House,0.0,South German-Style Weizenbock,German Ale,United States
Honey Blonde Lager,2218,Ramapo Valley Brewery,0.0,NA,NA,United States
Bigfoot 1994,2220,Sierra Nevada Brewing Co.,9.6000003815,NA,NA,United States
Cow Palace Scotch Ale 2001,2223,Egan Brewing,11.100000381,Scotch Ale,British Ale,United States
Hog Heaven Barleywine,2224,Avery Brewing Company,9.1999998093,American-Style Barley Wine Ale,North American Ale,United States
